"id_clientes","cliente","endereco","id_concessionarias","data_inclusao","data_atualizacao"
260404,"Fernando Rafael Ribeiro","Passagem Marquês da Montanha, 7316",20,"2025-12-26 21:30:02.04135+00","2025-12-26 21:30:02.04135+00"
260787,"André Carolina Rodrigues","Avenida Independência do Lago, 4162",14,"2025-12-28 05:25:01.681467+00","2025-12-28 05:25:01.681467+00"
260884,"Diego Marcos Rocha","Travessa Libertadores da Felicidade, 3818",13,"2025-12-28 13:30:01.907638+00","2025-12-28 13:30:01.907638+00"
260981,"Caio Rosa Rocha","Beco Vicente do Sol, 8875",24,"2025-12-28 21:35:01.392898+00","2025-12-28 21:35:01.392898+00"
261075,"Aline Francisco Dias","Passagem Voluntários das Estrelas, 1188",29,"2025-12-29 05:25:01.675002+00","2025-12-29 05:25:01.675002+00"
261172,"Eduardo João Dias","Largo Nossa Senhora do Progresso, 2863",26,"2025-12-29 13:30:01.645058+00","2025-12-29 13:30:01.645058+00"
261269,"Vanessa Lucas Araújo","Praça Kennedy da Felicidade, 7487",18,"2025-12-29 21:35:01.72322+00","2025-12-29 21:35:01.72322+00"
261363,"Fernanda Fernando Cardoso","Largo Santo dos Pinhais, 3177",1,"2025-12-30 05:25:01.734076+00","2025-12-30 05:25:01.734076+00"
261460,"Sara Márcia Cavalcanti","Via Brasil da Tecnologia, 5495",16,"2025-12-30 13:30:01.269447+00","2025-12-30 13:30:01.269447+00"
260499,"Nathalia Felipe Nascimento","Beco Atlântica da Tecnologia, 7630",25,"2025-12-27 05:25:01.872266+00","2025-12-27 05:25:01.872266+00"
260596,"Sara Francisco Monteiro","Travessa Zumbi dos Santos, 7648",21,"2025-12-27 13:30:01.379201+00","2025-12-27 13:30:01.379201+00"
260693,"Tatiana Pedro Souza","Travessa Atlântica do Lago, 6726",29,"2025-12-27 21:35:02.070762+00","2025-12-27 21:35:02.070762+00"
260211,"Rodrigo Carolina Alves","Travessa Libertadores da Felicidade, 9343",25,"2025-12-26 05:25:01.446203+00","2025-12-26 05:25:01.446203+00"
260308,"Alexandre dos Alves","Via Internacional da Liberdade, 1969",16,"2025-12-26 13:30:01.281981+00","2025-12-26 13:30:01.281981+00"
260405,"Beatriz Marcos Monteiro","Estrada Quintino do Campo, 551",23,"2025-12-26 21:35:01.191875+00","2025-12-26 21:35:01.191875+00"
260788,"Nathalia Fernando Castro","Vila Visconde dos Navegantes, 552",13,"2025-12-28 05:30:01.872017+00","2025-12-28 05:30:01.872017+00"
260885,"Camila Ana Nascimento","Passagem Marechal do Progresso, 3486",26,"2025-12-28 13:35:02.121508+00","2025-12-28 13:35:02.121508+00"
260982,"Rodrigo Luís Castro","Rua Principal do Mar, 4567",2,"2025-12-28 21:40:01.528311+00","2025-12-28 21:40:01.528311+00"
261076,"Tiago Larissa Fernandes","Passagem São João do Campo, 8232",28,"2025-12-29 05:30:01.737305+00","2025-12-29 05:30:01.737305+00"
261173,"Henrique Luís Mendes","Estrada Marquês do Campo, 8964",6,"2025-12-29 13:35:01.806089+00","2025-12-29 13:35:01.806089+00"
261270,"César dos Santos","Estrada Voluntários da Serra, 1691",13,"2025-12-29 21:40:01.887702+00","2025-12-29 21:40:01.887702+00"
261364,"Lívia José Alves","Avenida Bandeirantes do Bosque, 4350",22,"2025-12-30 05:30:01.883961+00","2025-12-30 05:30:01.883961+00"
261461,"Renata José Ribeiro","Largo Independência da Serra, 4265",5,"2025-12-30 13:35:01.412684+00","2025-12-30 13:35:01.412684+00"
260500,"Lucas Lucas Barros","Estrada Palmeiras Vinhedos, 5496",8,"2025-12-27 05:30:02.062464+00","2025-12-27 05:30:02.062464+00"
260597,"Juliana Samuel Carvalho","Via Doutor das Acácias, 7405",16,"2025-12-27 13:35:01.513118+00","2025-12-27 13:35:01.513118+00"
260694,"Mariana Lucas Souza","Vila Industrial do Mar, 3475",22,"2025-12-27 21:40:01.187249+00","2025-12-27 21:40:01.187249+00"
260212,"Simone Luís Alves","Praça Vicente dos Coqueiros, 9390",25,"2025-12-26 05:30:01.579414+00","2025-12-26 05:30:01.579414+00"
260309,"Vanessa Clara Nascimento","Vila Santana do Lago, 802",7,"2025-12-26 13:35:01.423458+00","2025-12-26 13:35:01.423458+00"
260406,"Rebeca João Silva","Rodovia Marquês do Bosque, 8949",4,"2025-12-26 21:40:01.33651+00","2025-12-26 21:40:01.33651+00"
260789,"Alexandre Carla Rocha","Praça Santa do Campo, 8257",25,"2025-12-28 05:35:02.074727+00","2025-12-28 05:35:02.074727+00"
260886,"Patrícia de Fernandes","Vila Savassi das Rosas, 5557",29,"2025-12-28 13:40:01.255006+00","2025-12-28 13:40:01.255006+00"
260983,"Lívia Carla Lima","Avenida Santo das Américas, 7313",11,"2025-12-28 21:45:01.69256+00","2025-12-28 21:45:01.69256+00"
261077,"Daniela da Cavalcanti","Travessa Paulista do Futuro, 2349",15,"2025-12-29 05:35:01.882716+00","2025-12-29 05:35:01.882716+00"
261174,"Luiz da Campos","Avenida Marquês Vinhedos, 7871",21,"2025-12-29 13:40:01.960934+00","2025-12-29 13:40:01.960934+00"
261271,"Vanessa Francisco Silva","Largo Savassi da Mata, 1407",16,"2025-12-29 21:45:02.04571+00","2025-12-29 21:45:02.04571+00"
261365,"Carlos Márcia Pinto","Rodovia Xavier da Fonte, 9555",17,"2025-12-30 05:35:02.04667+00","2025-12-30 05:35:02.04667+00"
261462,"Diego Clara Campos","Rodovia Santo das Acácias, 4124",7,"2025-12-30 13:40:01.544107+00","2025-12-30 13:40:01.544107+00"
260501,"Eduardo Ricardo Monteiro","Travessa Visconde Vinhedos, 4418",25,"2025-12-27 05:35:01.219676+00","2025-12-27 05:35:01.219676+00"
260598,"Fernando da Martins","Travessa São Pedro da Floresta, 8465",20,"2025-12-27 13:40:01.643028+00","2025-12-27 13:40:01.643028+00"
260695,"Luiz dos Rocha","Rua Central da Serra, 2799",28,"2025-12-27 21:45:01.323183+00","2025-12-27 21:45:01.323183+00"
260213,"Camila Lucas Alves","Praça Santana da Praia, 9374",28,"2025-12-26 05:35:01.729179+00","2025-12-26 05:35:01.729179+00"
260310,"Alexandre Fernando Freitas","Estrada São Pedro dos Coqueiros, 8884",3,"2025-12-26 13:40:01.562382+00","2025-12-26 13:40:01.562382+00"
260407,"Bruno Alice Dias","Travessa Independência da Felicidade, 3692",13,"2025-12-26 21:45:01.471293+00","2025-12-26 21:45:01.471293+00"
260790,"Luiz e Lima","Largo Duque da Prosperidade, 7581",25,"2025-12-28 05:40:01.211455+00","2025-12-28 05:40:01.211455+00"
260887,"Julia Antônio Rodrigues","Largo Savassi da Pedra, 2093",22,"2025-12-28 13:45:01.406022+00","2025-12-28 13:45:01.406022+00"
260984,"Daniela Ricardo Freitas","Rua Savassi da Floresta, 9970",24,"2025-12-28 21:50:01.825986+00","2025-12-28 21:50:01.825986+00"
261078,"Fernando Larissa Almeida","Rodovia Santo do Futuro, 2750",21,"2025-12-29 05:40:02.055679+00","2025-12-29 05:40:02.055679+00"
261175,"Carlos Ricardo Mendes","Praça Libertadores do Progresso, 5775",13,"2025-12-29 13:45:02.136149+00","2025-12-29 13:45:02.136149+00"
261272,"Caio Fernando Lima","Rodovia Padre dos Viajantes, 7607",13,"2025-12-29 21:50:01.174177+00","2025-12-29 21:50:01.174177+00"
261366,"Bruno João Nascimento","Avenida Duque da Inovação, 6104",2,"2025-12-30 05:40:01.327775+00","2025-12-30 05:40:01.327775+00"
261463,"Patrícia do Campos","Avenida São João da Paz, 4499",13,"2025-12-30 13:45:01.717668+00","2025-12-30 13:45:01.717668+00"
260502,"Renata Antônio Santos","Via Juscelino do Mar, 9192",27,"2025-12-27 05:40:01.376307+00","2025-12-27 05:40:01.376307+00"
260599,"Marcos Rosa Araújo","Passagem Central da Serra, 4449",4,"2025-12-27 13:45:01.794161+00","2025-12-27 13:45:01.794161+00"
260696,"Tatiana dos Nascimento","Via Santana das Rosas, 5580",25,"2025-12-27 21:50:01.460223+00","2025-12-27 21:50:01.460223+00"
260214,"Bruno Clara Carvalho","Largo Brasil do Campo, 4949",28,"2025-12-26 05:40:01.896175+00","2025-12-26 05:40:01.896175+00"
260311,"Patrícia Rosa Araújo","Rodovia Vitória dos Peixes, 9565",7,"2025-12-26 13:45:01.704122+00","2025-12-26 13:45:01.704122+00"
260408,"Julia Ana Alves","Rua Visconde do Lago, 1926",29,"2025-12-26 21:50:01.620623+00","2025-12-26 21:50:01.620623+00"
260791,"Lívia Maria Oliveira","Praça Barão da Vida, 4959",21,"2025-12-28 05:45:01.363732+00","2025-12-28 05:45:01.363732+00"
260888,"Cristina Ricardo Cavalcanti","Rua Tiradentes da Montanha, 7752",8,"2025-12-28 13:50:01.542767+00","2025-12-28 13:50:01.542767+00"
260985,"Mariana Ana Cavalcanti","Largo Marquês das Acácias, 5117",8,"2025-12-28 21:55:01.972291+00","2025-12-28 21:55:01.972291+00"
261079,"Rafael das Oliveira","Vila Independência Vinhedos, 4575",1,"2025-12-29 05:45:01.296972+00","2025-12-29 05:45:01.296972+00"
261176,"Ana Paula Rocha","Estrada Amazonas da Aventura, 9009",21,"2025-12-29 13:50:01.295868+00","2025-12-29 13:50:01.295868+00"
261367,"Rebeca João Castro","Praça Juscelino da Harmonia, 5290",17,"2025-12-30 05:45:01.488068+00","2025-12-30 05:45:01.488068+00"
261464,"Vanessa Ana Pinto","Travessa Vitória do Porto, 9885",21,"2025-12-30 13:50:01.864267+00","2025-12-30 13:50:01.864267+00"
260503,"Sara do Fernandes","Beco Central do Bosque, 2795",9,"2025-12-27 05:45:01.528126+00","2025-12-27 05:45:01.528126+00"
260600,"Tiago de Araújo","Praça Xavier do Bosque, 3178",1,"2025-12-27 13:50:01.955089+00","2025-12-27 13:50:01.955089+00"
260697,"Gabriel Fábio Alves","Vila Santa da Felicidade, 4127",26,"2025-12-27 21:55:01.592885+00","2025-12-27 21:55:01.592885+00"
261273,"Rebeca Marcos Araújo","Avenida Industrial da Harmonia, 8724",12,"2025-12-29 21:55:01.314277+00","2025-12-29 21:55:01.314277+00"
260215,"Rebeca Luís Costa","Praça Vicente do Vale, 5264",7,"2025-12-26 05:45:02.058025+00","2025-12-26 05:45:02.058025+00"
260312,"Marcelo Clara Cardoso","Travessa Imperador da Prosperidade, 1000",17,"2025-12-26 13:50:01.853773+00","2025-12-26 13:50:01.853773+00"
260409,"Eduardo Ana Carvalho","Travessa Santo do Bosque, 9212",17,"2025-12-26 21:55:01.799335+00","2025-12-26 21:55:01.799335+00"
260792,"Daniela Márcia Rodrigues","Largo Quintino do Vale, 8280",12,"2025-12-28 05:50:01.505445+00","2025-12-28 05:50:01.505445+00"
260889,"Alexandre Ana Martins","Vila Laranjeiras da Inovação, 516",8,"2025-12-28 13:55:01.683925+00","2025-12-28 13:55:01.683925+00"
260986,"Alexandre e Carvalho","Beco Jardim da Esperança, 6288",22,"2025-12-28 22:00:01.102202+00","2025-12-28 22:00:01.102202+00"
261080,"César Sofia Barros","Estrada Kennedy do Vale, 7590",17,"2025-12-29 05:50:01.440334+00","2025-12-29 05:50:01.440334+00"
261177,"Aline Antônio Moura","Largo Coronel das Américas, 9180",17,"2025-12-29 13:55:01.440906+00","2025-12-29 13:55:01.440906+00"
261274,"Julia Carolina Silva","Travessa Libertadores da Lua, 9931",2,"2025-12-29 22:00:01.466675+00","2025-12-29 22:00:01.466675+00"
261368,"Mateus Ricardo Pereira","Passagem Tiradentes da Tecnologia, 9491",28,"2025-12-30 05:50:01.652786+00","2025-12-30 05:50:01.652786+00"
261465,"Rafael Rafael Castro","Travessa Marquês da Liberdade, 9732",10,"2025-12-30 13:55:02.026018+00","2025-12-30 13:55:02.026018+00"
260504,"Tiago Maria Cavalcanti","Rua Monteiro dos Pinhais, 8456",21,"2025-12-27 05:50:01.68485+00","2025-12-27 05:50:01.68485+00"
260601,"Nathalia Carla Fernandes","Beco Juscelino do Mar, 8469",11,"2025-12-27 13:55:02.136316+00","2025-12-27 13:55:02.136316+00"
260698,"Patrícia da Nascimento","Largo Coronel da Fonte, 9485",16,"2025-12-27 22:00:01.795014+00","2025-12-27 22:00:01.795014+00"
260216,"Eduardo Márcia Pereira","Estrada Santa da Prosperidade, 6928",17,"2025-12-26 05:50:01.19212+00","2025-12-26 05:50:01.19212+00"
260313,"Lucas Márcia Costa","Travessa Imperador das Dunas, 2683",28,"2025-12-26 13:55:02.02829+00","2025-12-26 13:55:02.02829+00"
260410,"Mariana das Pinto","Rodovia Zumbi dos Coqueiros, 6405",26,"2025-12-26 22:00:01.994632+00","2025-12-26 22:00:01.994632+00"
260793,"Isabela Alice Martins","Praça Juscelino da Felicidade, 3062",12,"2025-12-28 05:55:01.651705+00","2025-12-28 05:55:01.651705+00"
260890,"Mateus Fábio Ribeiro","Beco Marechal das Dunas, 7940",15,"2025-12-28 14:00:01.855425+00","2025-12-28 14:00:01.855425+00"
260987,"Mariana Ana Pereira","Alameda Palmeiras do Porto, 5999",22,"2025-12-28 22:05:01.241236+00","2025-12-28 22:05:01.241236+00"
261081,"Fernando Rafael Moura","Rua Central da Prosperidade, 2073",7,"2025-12-29 05:55:01.593715+00","2025-12-29 05:55:01.593715+00"
261178,"Rodrigo Lucas Freitas","Alameda Tocantins da Prosperidade, 6659",22,"2025-12-29 14:00:01.594341+00","2025-12-29 14:00:01.594341+00"
261275,"Leonardo Carolina Pinto","Avenida Voluntários da Fonte, 8194",18,"2025-12-29 22:05:01.622984+00","2025-12-29 22:05:01.622984+00"
261369,"Clara Antônio Carvalho","Rua Brasil das Estrelas, 8134",13,"2025-12-30 05:55:01.806879+00","2025-12-30 05:55:01.806879+00"
261466,"Mateus Gustavo Mendes","Largo Rei da Esperança, 6105",1,"2025-12-30 14:00:01.158668+00","2025-12-30 14:00:01.158668+00"
260505,"Henrique Paula Ribeiro","Avenida Brasil do Porto, 8710",22,"2025-12-27 05:55:01.838384+00","2025-12-27 05:55:01.838384+00"
260602,"Simone Rosa Barbosa","Praça Laranjeiras do Porto, 6338",24,"2025-12-27 14:00:01.286024+00","2025-12-27 14:00:01.286024+00"
260699,"Mariana e Lima","Estrada Amazonas da Lua, 3284",5,"2025-12-27 22:05:01.970273+00","2025-12-27 22:05:01.970273+00"
260217,"Tiago Samuel Almeida","Travessa Bandeirantes do Lago, 7375",4,"2025-12-26 05:55:01.324602+00","2025-12-26 05:55:01.324602+00"
260314,"Patrícia Juliana Silva","Beco Quintino do Porto, 827",24,"2025-12-26 14:00:01.181207+00","2025-12-26 14:00:01.181207+00"
260411,"Nathalia Fábio Cavalcanti","Travessa Tiradentes do Lago, 7944",14,"2025-12-26 22:05:01.154527+00","2025-12-26 22:05:01.154527+00"
260794,"Clara Ricardo Nascimento","Rodovia Zumbi da Praia, 1623",28,"2025-12-28 06:00:01.83982+00","2025-12-28 06:00:01.83982+00"
260891,"Caio Juliana Mendes","Beco Tiradentes da Saúde, 4067",13,"2025-12-28 14:05:02.06813+00","2025-12-28 14:05:02.06813+00"
260988,"Sara Sofia Fernandes","Via Sete de Setembro dos Pinhais, 4251",13,"2025-12-28 22:10:01.383454+00","2025-12-28 22:10:01.383454+00"
261082,"Juliana do Araújo","Rodovia Tocantins da Fonte, 7672",13,"2025-12-29 06:00:01.743057+00","2025-12-29 06:00:01.743057+00"
261179,"César Clara Barbosa","Rodovia Tiradentes do Lago, 3535",29,"2025-12-29 14:05:01.739894+00","2025-12-29 14:05:01.739894+00"
261276,"Vanessa Rafael Carvalho","Travessa Jardim dos Coqueiros, 5280",20,"2025-12-29 22:10:01.79367+00","2025-12-29 22:10:01.79367+00"
261370,"Isabela Fernando Santos","Rodovia Voluntários dos Pinhais, 8761",15,"2025-12-30 06:00:01.966747+00","2025-12-30 06:00:01.966747+00"
261467,"Carlos da Campos","Estrada Santa do Sol, 5258",9,"2025-12-30 14:05:01.293514+00","2025-12-30 14:05:01.293514+00"
260506,"Marcos Clara Araújo","Travessa Imperador do Sol, 1222",13,"2025-12-27 06:00:02.008386+00","2025-12-27 06:00:02.008386+00"
260603,"Gabriela Carla Campos","Largo Tiradentes da Praia, 7026",16,"2025-12-27 14:05:01.422514+00","2025-12-27 14:05:01.422514+00"
260700,"Luiz Lucas Silva","Vila Imperador do Pacífico, 4521",23,"2025-12-27 22:10:01.11083+00","2025-12-27 22:10:01.11083+00"
260218,"Rafael do Cavalcanti","Travessa Amazonas da Felicidade, 8271",10,"2025-12-26 06:00:01.518606+00","2025-12-26 06:00:01.518606+00"
260315,"Aline de Souza","Alameda Santa dos Pássaros, 7989",14,"2025-12-26 14:05:01.343014+00","2025-12-26 14:05:01.343014+00"
260412,"Ana do Ribeiro","Rua Rainha da Liberdade, 582",2,"2025-12-26 22:10:01.29328+00","2025-12-26 22:10:01.29328+00"
260795,"Gabriela José Rodrigues","Via Bandeirantes dos Pássaros, 4322",12,"2025-12-28 06:05:02.026919+00","2025-12-28 06:05:02.026919+00"
260892,"Simone Ricardo Castro","Passagem Sete de Setembro da Tecnologia, 5951",16,"2025-12-28 14:10:01.203569+00","2025-12-28 14:10:01.203569+00"
260989,"Fernando Leonardo Moura","Travessa Vitória do Mar, 4396",19,"2025-12-28 22:15:01.55211+00","2025-12-28 22:15:01.55211+00"
261083,"Rafael Leonardo Rodrigues","Avenida Monteiro da Montanha, 6192",2,"2025-12-29 06:05:01.91306+00","2025-12-29 06:05:01.91306+00"
261180,"Simone Márcia Ribeiro","Estrada Kennedy dos Navegantes, 7607",13,"2025-12-29 14:10:01.919162+00","2025-12-29 14:10:01.919162+00"
261277,"Gabriela Ana Costa","Vila Monteiro das Dunas, 7723",11,"2025-12-29 22:15:02.028406+00","2025-12-29 22:15:02.028406+00"
261371,"Rafael Francisco Nascimento","Praça Rainha do Porto, 8189",26,"2025-12-30 06:05:01.103403+00","2025-12-30 06:05:01.103403+00"
261468,"Clara Marcos Pinto","Praça Central da Mata, 558",5,"2025-12-30 14:10:01.428589+00","2025-12-30 14:10:01.428589+00"
260507,"Gabriela Marcos Monteiro","Beco Libertadores da Floresta, 9804",17,"2025-12-27 06:05:01.155723+00","2025-12-27 06:05:01.155723+00"
260604,"Felipe Luís Gomes","Beco Industrial dos Peixes, 3248",12,"2025-12-27 14:10:01.54873+00","2025-12-27 14:10:01.54873+00"
260701,"Caio Maria Monteiro","Vila Xavier do Pacífico, 2433",28,"2025-12-27 22:15:01.227091+00","2025-12-27 22:15:01.227091+00"
260219,"Marcelo Clara Monteiro","Travessa Quintino da Mata, 4259",1,"2025-12-26 06:05:01.703038+00","2025-12-26 06:05:01.703038+00"
260316,"Rodrigo Maria Barros","Rua São Pedro dos Coqueiros, 8608",26,"2025-12-26 14:10:01.505638+00","2025-12-26 14:10:01.505638+00"
260413,"Rafael das Oliveira","Rua Doutor da Saúde, 5691",12,"2025-12-26 22:15:01.436473+00","2025-12-26 22:15:01.436473+00"
260796,"Nathalia de Cavalcanti","Vila São João dos Navegantes, 8129",13,"2025-12-28 06:10:01.159576+00","2025-12-28 06:10:01.159576+00"
260893,"Diego Fábio Oliveira","Beco Industrial das Américas, 9334",22,"2025-12-28 14:15:01.333451+00","2025-12-28 14:15:01.333451+00"
260990,"Rebeca Ricardo Ribeiro","Via Barão da Estação, 9413",25,"2025-12-28 22:20:01.691361+00","2025-12-28 22:20:01.691361+00"
261084,"Tatiana Márcia Ribeiro","Avenida Zumbi da Mata, 2459",7,"2025-12-29 06:10:02.115439+00","2025-12-29 06:10:02.115439+00"
261181,"Diego Luís Freitas","Largo Monteiro dos Viajantes, 7939",15,"2025-12-29 14:15:02.098086+00","2025-12-29 14:15:02.098086+00"
261278,"Cristina Gustavo Santos","Largo Xavier da Serra, 7365",5,"2025-12-29 22:20:01.168501+00","2025-12-29 22:20:01.168501+00"
261372,"Simone e Freitas","Rua São João das Rosas, 4147",13,"2025-12-30 06:10:01.224963+00","2025-12-30 06:10:01.224963+00"
261469,"André Ricardo Pereira","Praça Santa da Floresta, 9929",1,"2025-12-30 14:15:01.580981+00","2025-12-30 14:15:01.580981+00"
260508,"Gabriel Sofia Barbosa","Rodovia Quintino do Porto, 2127",13,"2025-12-27 06:10:01.289073+00","2025-12-27 06:10:01.289073+00"
260605,"Ana Sofia Monteiro","Travessa Pinheiros da Fonte, 9523",25,"2025-12-27 14:15:01.690869+00","2025-12-27 14:15:01.690869+00"
260702,"Renata das Almeida","Estrada Bandeirantes da Praia, 4587",1,"2025-12-27 22:20:01.369947+00","2025-12-27 22:20:01.369947+00"
260220,"Lívia Márcia Araújo","Rodovia Marechal do Progresso, 2796",15,"2025-12-26 06:10:01.876379+00","2025-12-26 06:10:01.876379+00"
260317,"Mateus Felipe Nascimento","Vila Central das Américas, 4909",13,"2025-12-26 14:15:01.683727+00","2025-12-26 14:15:01.683727+00"
260414,"Larissa Juliana Pereira","Via Brasil da Saúde, 8233",5,"2025-12-26 22:20:01.794129+00","2025-12-26 22:20:01.794129+00"
260797,"Tiago Felipe Martins","Rua Atlântica da Mata, 3002",5,"2025-12-28 06:15:01.299999+00","2025-12-28 06:15:01.299999+00"
260894,"Marcos Larissa Silva","Vila Principal das Estrelas, 4064",25,"2025-12-28 14:20:01.467573+00","2025-12-28 14:20:01.467573+00"
260991,"Cristina José Lima","Rodovia Vitória da Estação, 9524",17,"2025-12-28 22:25:01.847793+00","2025-12-28 22:25:01.847793+00"
261085,"Mateus de Rodrigues","Passagem Principal do Bosque, 7473",19,"2025-12-29 06:15:01.288139+00","2025-12-29 06:15:01.288139+00"
261182,"Fernando Eduardo Rocha","Rua Visconde da Inovação, 774",21,"2025-12-29 14:20:01.236117+00","2025-12-29 14:20:01.236117+00"
261279,"Luiz Samuel Pereira","Estrada Ipiranga do Bosque, 5314",3,"2025-12-29 22:25:01.426378+00","2025-12-29 22:25:01.426378+00"
261373,"Patrícia e Cardoso","Largo São João da Esperança, 8445",25,"2025-12-30 06:15:01.365265+00","2025-12-30 06:15:01.365265+00"
261470,"Felipe Ana Rocha","Passagem Pinheiros dos Peixes, 6382",25,"2025-12-30 14:20:01.737851+00","2025-12-30 14:20:01.737851+00"
260509,"André João Rocha","Avenida Voluntários do Bosque, 7529",27,"2025-12-27 06:15:01.435302+00","2025-12-27 06:15:01.435302+00"
260606,"Tiago Carolina Alves","Travessa Monteiro dos Navegantes, 7345",13,"2025-12-27 14:20:01.85098+00","2025-12-27 14:20:01.85098+00"
260703,"Bruno Lucas Barbosa","Estrada Internacional das Dunas, 8911",12,"2025-12-27 22:25:01.516128+00","2025-12-27 22:25:01.516128+00"
260221,"Bruno dos Almeida","Rua São Pedro da Colina, 8243",21,"2025-12-26 06:15:02.071798+00","2025-12-26 06:15:02.071798+00"
260318,"Cristina de Ribeiro","Travessa Monteiro da Vida, 1462",12,"2025-12-26 14:20:01.832835+00","2025-12-26 14:20:01.832835+00"
260415,"Marcelo Rosa Fernandes","Via Tocantins dos Viajantes, 3487",28,"2025-12-26 22:25:01.954048+00","2025-12-26 22:25:01.954048+00"
260798,"Tiago da Costa","Rua Zumbi da Praia, 7287",27,"2025-12-28 06:20:01.439755+00","2025-12-28 06:20:01.439755+00"
260895,"Tatiana Luís Araújo","Estrada Coronel do Progresso, 9629",29,"2025-12-28 14:25:01.696797+00","2025-12-28 14:25:01.696797+00"
260992,"Julia Antônio Carvalho","Praça Zumbi dos Viajantes, 5953",27,"2025-12-28 22:30:02.005948+00","2025-12-28 22:30:02.005948+00"
261086,"Aline Ricardo Silva","Avenida Visconde dos Santos, 5650",5,"2025-12-29 06:20:01.450371+00","2025-12-29 06:20:01.450371+00"
261183,"Felipe das Carvalho","Rodovia Marechal do Bosque, 3544",13,"2025-12-29 14:25:01.396437+00","2025-12-29 14:25:01.396437+00"
261280,"Eduardo Juliana Almeida","Vila Juscelino do Vale, 634",13,"2025-12-29 22:30:01.565996+00","2025-12-29 22:30:01.565996+00"
261374,"Carlos Rosa Rocha","Avenida Doutor Vinhedos, 2481",2,"2025-12-30 06:20:01.496169+00","2025-12-30 06:20:01.496169+00"
261471,"Clara Antônio Almeida","Via Amazonas das Acácias, 6338",14,"2025-12-30 14:25:01.960419+00","2025-12-30 14:25:01.960419+00"
260510,"Carlos das Oliveira","Rua Central dos Coqueiros, 8443",13,"2025-12-27 06:20:01.584637+00","2025-12-27 06:20:01.584637+00"
260607,"Larissa Paula Gomes","Praça Principal da Fonte, 2596",16,"2025-12-27 14:25:02.113286+00","2025-12-27 14:25:02.113286+00"
260704,"André Gustavo Freitas","Vila Voluntários do Lago, 3270",15,"2025-12-27 22:30:01.58961+00","2025-12-27 22:30:01.58961+00"
260222,"Mateus Leonardo Barbosa","Travessa Paulista da Montanha, 7874",3,"2025-12-26 06:20:01.230343+00","2025-12-26 06:20:01.230343+00"
260319,"Lívia Felipe Cavalcanti","Via Jardim da Mata, 1135",17,"2025-12-26 14:25:02.050698+00","2025-12-26 14:25:02.050698+00"
260416,"Camila Antônio Rodrigues","Passagem Sete de Setembro do Vale, 2997",25,"2025-12-26 22:30:02.114251+00","2025-12-26 22:30:02.114251+00"
260799,"Simone Larissa Barbosa","Rodovia Xavier da Estação, 7739",10,"2025-12-28 06:25:01.795236+00","2025-12-28 06:25:01.795236+00"
260896,"Larissa Larissa Souza","Alameda São Pedro do Porto, 8594",5,"2025-12-28 14:30:01.851726+00","2025-12-28 14:30:01.851726+00"
260993,"Simone das Cardoso","Rodovia Independência da Serra, 3184",25,"2025-12-28 22:35:01.938095+00","2025-12-28 22:35:01.938095+00"
261087,"Camila Gustavo Costa","Beco Monteiro do Pacífico, 6940",5,"2025-12-29 06:25:01.919642+00","2025-12-29 06:25:01.919642+00"
261184,"Beatriz de Rodrigues","Alameda Juscelino das Estrelas, 5460",16,"2025-12-29 14:30:01.543376+00","2025-12-29 14:30:01.543376+00"
261281,"Mateus José Freitas","Rua Santa do Vale, 1236",7,"2025-12-29 22:35:01.710232+00","2025-12-29 22:35:01.710232+00"
261375,"Simone Felipe Castro","Travessa Barão do Lago, 6719",24,"2025-12-30 06:25:01.767219+00","2025-12-30 06:25:01.767219+00"
261472,"César Felipe Cardoso","Praça Principal da Esperança, 9514",16,"2025-12-30 14:30:02.146956+00","2025-12-30 14:30:02.146956+00"
260511,"Leonardo Fernando Barros","Rua Savassi do Sol, 2813",29,"2025-12-27 06:25:01.805721+00","2025-12-27 06:25:01.805721+00"
260608,"Ana Maria Freitas","Praça Kennedy do Bosque, 5816",5,"2025-12-27 14:30:01.235313+00","2025-12-27 14:30:01.235313+00"
260705,"Nathalia Carla Castro","Via Palmeiras dos Viajantes, 4307",15,"2025-12-27 22:35:01.784139+00","2025-12-27 22:35:01.784139+00"
260223,"Tiago João Lima","Passagem Xavier do Pacífico, 4588",17,"2025-12-26 06:25:01.474005+00","2025-12-26 06:25:01.474005+00"
260320,"Lívia Carla Almeida","Rua Vitória dos Santos, 6866",2,"2025-12-26 14:30:01.199495+00","2025-12-26 14:30:01.199495+00"
260417,"Mariana Clara Cavalcanti","Via Duque dos Coqueiros, 2476",5,"2025-12-26 22:35:01.244483+00","2025-12-26 22:35:01.244483+00"
260800,"André Rafael Alves","Rodovia Voluntários do Pacífico, 9825",24,"2025-12-28 06:30:01.366345+00","2025-12-28 06:30:01.366345+00"
260897,"Diego José Barros","Estrada São João da Vida, 8045",28,"2025-12-28 14:35:02.004476+00","2025-12-28 14:35:02.004476+00"
260994,"Alexandre Gustavo Fernandes","Praça Ipiranga da Fonte, 5171",25,"2025-12-28 22:40:02.133134+00","2025-12-28 22:40:02.133134+00"
261088,"Fernanda Larissa Oliveira","Alameda Quintino das Acácias, 8091",13,"2025-12-29 06:30:01.323799+00","2025-12-29 06:30:01.323799+00"
261185,"Larissa do Silva","Alameda Independência da Serra, 4953",19,"2025-12-29 14:35:01.482744+00","2025-12-29 14:35:01.482744+00"
